system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,elevacion_m,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,pendiente_grados,precipitation_sum,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
43,18070,18,6/7/2002,Goya,Corrientes,6624-2091,11.86,59,invierno,2002-07-01,"[2002-07-01, 2002-07-02, 2002-07-03, 2002-07-04, 2002-07-05, 2002-07-06, 2002-07-07]",true,43,-29.1751244,-58.88982054,2.14,"[16.1, 4.4, 9.3, 22.5, 13.8, 15.5, 0]",0.0014196932315826416,284.4640464782715,Rio,-9.312592446804047E-4,0.3557516733805339,"{""type"":""Point"",""coordinates"":[-58.889820540000024,-29.1751244]}"
44,18133,18,12/8/1995,San Cosme,Corrientes,59-59,5.73,52,invierno,1995-08-07,"[1995-08-07, 1995-08-08, 1995-08-09, 1995-08-10, 1995-08-11, 1995-08-12, 1995-08-13]",true,44,-27.36393313,-58.66198243,0.93,"[2.4, 0.8, 3.2, 0, 26.2, 21.3, 0]",4.600435495376587E-4,288.37707328796387,Rio,-0.0011075837537646294,0.3117014567057292,"{""type"":""Point"",""coordinates"":[-58.66198243,-27.363933129999996]}"
45,18077,18,28/7/1993,Itati,Corrientes,17-17,41.46,69,invierno,1993-07-26,"[1993-07-26, 1993-07-27, 1993-07-28, 1993-07-29, 1993-07-30, 1993-07-31, 1993-08-01]",false,45,-27.35196615,-57.87393625,1.04,"[1.2, 0, 22.7, 4.8, 0, 0, 0]",3.6332011222839355E-4,286.4536526997884,Entisoles,-0.001861603930592537,0.409060796101888,"{""type"":""Point"",""coordinates"":[-57.87393625,-27.35196615]}"
46,18084,18,12/3/1996,Ituzaingo,Corrientes,87-87,28.3,78,verano,1996-03-11,"[1996-03-11, 1996-03-12, 1996-03-13, 1996-03-14, 1996-03-15, 1996-03-16, 1996-03-17]",false,46,-27.71591449,-56.94751639,6.26,"[22, 0, 7.8, 2.2, 1.2, 1.3, 0]",8.392333984375E-4,298.6725279490153,Alfisoles,-0.0036405082792043686,0.37600962320963544,"{""type"":""Point"",""coordinates"":[-56.94751638999999,-27.71591449]}"
47,18084,18,11/1/2003,Ituzaingo,Corrientes,87-87,28.3,78,verano,2003-01-06,"[2003-01-06, 2003-01-07, 2003-01-08, 2003-01-09, 2003-01-10, 2003-01-11, 2003-01-12]",false,47,-27.71591449,-56.94751639,6.26,"[0, 0, 0, 0, 31.2, 4, 0]",0.0016448497772216797,300.73284975687665,Alfisoles,-0.006439207121729851,0.3354810078938802,"{""type"":""Point"",""coordinates"":[-56.94751638999999,-27.71591449]}"
48,22014,22,14/11/1996,Bermejo,Chaco,32998-6511,18.89,65,primavera,1996-11-11,"[1996-11-11, 1996-11-12, 1996-11-13, 1996-11-14, 1996-11-15, 1996-11-16, 1996-11-17]",false,48,-26.92175039,-58.77874597,2.28,"[0, 0.2, 1.9, 6.1, 6, 1, 0]",5.520284175872803E-4,293.93901952107746,Rio,-0.005500786006450653,0.4563299814860026,"{""type"":""Point"",""coordinates"":[-58.77874597,-26.92175039]}"
49,22140,22,8/2/2003,San Fernando,Chaco,6254-1933,11.88,54,verano,2003-02-03,"[2003-02-03, 2003-02-04, 2003-02-05, 2003-02-06, 2003-02-07, 2003-02-08, 2003-02-09]",true,49,-27.92561531,-59.31798172,2.97,"[0, 0, 0, 0.8, 3.1, 35.4, 19.7]",7.567852735519409E-4,304.14320309956867,Complejo indiferenci,-0.006241165101528168,0.16362571716308594,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
50,22140,22,16/5/2007,San Fernando,Chaco,6254-1933,11.88,54,otoño,2007-05-14,"[2007-05-14, 2007-05-15, 2007-05-16, 2007-05-17, 2007-05-18, 2007-05-19, 2007-05-20]",true,50,-27.92561531,-59.31798172,2.97,"[0, 1.8, 11.5, 0, 0, 0, 0]",1.1712312698364258E-5,288.3675734202067,Complejo indiferenci,-0.002190394327044487,0.3292077382405599,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
51,18133,18,17/1/1991,San Cosme,Corrientes,59-59,5.73,52,verano,1991-01-14,"[1991-01-14, 1991-01-15, 1991-01-16, 1991-01-17, 1991-01-18, 1991-01-19, 1991-01-20]",true,51,-27.36393313,-58.66198243,0.93,"[0, 0, 0, 0, 0, 0, 0]",9.511560201644897E-4,298.5180257161458,Rio,-0.005551913753151894,0.12822659810384116,"{""type"":""Point"",""coordinates"":[-58.66198243,-27.363933129999996]}"
52,18077,18,28/1/1998,Itati,Corrientes,17-17,41.46,69,verano,1998-01-26,"[1998-01-26, 1998-01-27, 1998-01-28, 1998-01-29, 1998-01-30, 1998-01-31, 1998-02-01]",false,52,-27.35196615,-57.87393625,1.04,"[8.9, 0, 8.9, 8.7, 3.1, 12.7, 9.3]",0.004982560873031616,301.982182820638,Entisoles,-0.004232729785144329,0.46027882893880206,"{""type"":""Point"",""coordinates"":[-57.87393625,-27.35196615]}"
53,18084,18,21/8/1996,Ituzaingo,Corrientes,87-87,28.3,78,invierno,1996-08-19,"[1996-08-19, 1996-08-20, 1996-08-21, 1996-08-22, 1996-08-23, 1996-08-24, 1996-08-25]",false,53,-27.71591449,-56.94751639,6.26,"[0, 0.4, 1.5, 0, 0, 0, 2.7]",1.226663589477539E-4,294.8561363220215,Alfisoles,-0.0037240684032440186,0.3798472086588542,"{""type"":""Point"",""coordinates"":[-56.94751638999999,-27.71591449]}"
54,18084,18,24/10/2008,Ituzaingo,Corrientes,87-87,28.3,78,primavera,2008-10-20,"[2008-10-20, 2008-10-21, 2008-10-22, 2008-10-23, 2008-10-24, 2008-10-25, 2008-10-26]",false,54,-27.71591449,-56.94751639,6.26,"[0, 0.3, 77.4, 38.6, 0.5, 9.9, 20.8]",5.821883678436279E-5,295.7831751505534,Alfisoles,-0.0046780165284872055,0.3967946370442708,"{""type"":""Point"",""coordinates"":[-56.94751638999999,-27.71591449]}"
55,22140,22,2/12/1991,San Fernando,Chaco,6254-1933,11.88,54,primavera,1991-12-02,"[1991-12-02, 1991-12-03, 1991-12-04, 1991-12-05, 1991-12-06, 1991-12-07, 1991-12-08]",true,55,-27.92561531,-59.31798172,2.97,"[0, 0, 0, 0.6, 10.6, 0.1, 0]",3.4017860889434814E-4,297.07654062906903,Complejo indiferenci,-0.006332938559353352,0.3321005503336589,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
56,22140,22,13/10/2000,San Fernando,Chaco,6254-1933,11.88,54,primavera,2000-10-09,"[2000-10-09, 2000-10-10, 2000-10-11, 2000-10-12, 2000-10-13, 2000-10-14, 2000-10-15]",true,56,-27.92561531,-59.31798172,2.97,"[11.6, 0, 0, 3.8, 8.5, 17.3, 1.2]",5.303323268890381E-4,296.4629484812419,Complejo indiferenci,-0.003730461001396179,0.2671318054199219,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
57,22126,22,8/10/2010,1 de Mayo,Chaco,32633-6454,13.09,57,primavera,2010-10-04,"[2010-10-04, 2010-10-05, 2010-10-06, 2010-10-07, 2010-10-08, 2010-10-09, 2010-10-10]",true,57,-27.22855035,-58.90405078,1.85,"[0, 0, 60.8, 0.7, 0, 0, 0]",3.4123659133911133E-6,289.56358973185223,Molisoles,-0.004038435406982899,0.3514823913574219,"{""type"":""Point"",""coordinates"":[-58.904050780000006,-27.22855035]}"
58,90084,90,5/11/1993,Capital,Tucuman,33966-6506,7.44,453,primavera,1993-11-01,"[1993-11-01, 1993-11-02, 1993-11-03, 1993-11-04, 1993-11-05, 1993-11-06, 1993-11-07]",true,58,-26.82900979,-65.21054418,6.28,"[0, 0, 0, 0, 0.1, 0, 0]",2.081543207168579E-4,292.26037406921387,Molisoles,-0.004242276772856712,0.4663003285725911,"{""type"":""Point"",""coordinates"":[-65.21054418,-26.829009789999997]}"
59,06658,6,27/5/2006,Quilmes,Buenos Aires,35407-6950,4.25,3,otoño,2006-05-22,"[2006-05-22, 2006-05-23, 2006-05-24, 2006-05-25, 2006-05-26, 2006-05-27, 2006-05-28]",true,59,-34.70037841,-58.27664278,2.17,"[0, 0, 0, 0, 0.3, 0.5, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
60,06490,6,6/6/2015,Lomas de Zamora,Buenos Aires,35405-6949,5.53,9,otoño,2015-06-01,"[2015-06-01, 2015-06-02, 2015-06-03, 2015-06-04, 2015-06-05, 2015-06-06, 2015-06-07]",true,60,-34.73790272,-58.44067537,3,"[0, 0, 0, 0, 0, 4.6, 0]",1.1740624904632568E-4,288.0781167348226,Miscelaneas,-9.946897625923157E-4,0.3076629638671875,"{""type"":""Point"",""coordinates"":[-58.44067537000001,-34.73790272]}"
61,06490,6,20/5/2002,Lomas de Zamora,Buenos Aires,35405-6949,5.53,9,otoño,2002-05-20,"[2002-05-20, 2002-05-21, 2002-05-22, 2002-05-23, 2002-05-24, 2002-05-25, 2002-05-26]",true,61,-34.73790272,-58.44067537,3,"[0, 0, 0, 0, 0, 0, 6.3]",0.0012519359588623047,284.76536242167157,Miscelaneas,-0.001303981989622116,0.4427286783854167,"{""type"":""Point"",""coordinates"":[-58.44067537000001,-34.73790272]}"
62,06035,6,21/5/2014,Avellaneda,Buenos Aires,35411-6952,1.59,6,otoño,2014-05-19,"[2014-05-19, 2014-05-20, 2014-05-21, 2014-05-22, 2014-05-23, 2014-05-24, 2014-05-25]",true,62,-34.67500565,-58.31056343,3.38,"[0.5, 15, 31.1, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
63,06035,6,26/11/2004,Avellaneda,Buenos Aires,35411-6952,1.59,6,primavera,2004-11-22,"[2004-11-22, 2004-11-23, 2004-11-24, 2004-11-25, 2004-11-26, 2004-11-27, 2004-11-28]",true,63,-34.67500565,-58.31056343,3.38,"[0, 0.6, 15.7, 1, 0, 4.5, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
64,06035,6,3/12/2008,Avellaneda,Buenos Aires,35411-6952,1.59,6,primavera,2008-12-01,"[2008-12-01, 2008-12-02, 2008-12-03, 2008-12-04, 2008-12-05, 2008-12-06, 2008-12-07]",true,64,-34.67500565,-58.31056343,3.38,"[0.5, 0.9, 0, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
65,06035,6,7/11/2002,Avellaneda,Buenos Aires,35411-6952,1.59,6,primavera,2002-11-04,"[2002-11-04, 2002-11-05, 2002-11-06, 2002-11-07, 2002-11-08, 2002-11-09, 2002-11-10]",true,65,-34.67500565,-58.31056343,3.38,"[0, 0, 0, 0, 12.2, 5.8, 3.9]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
66,06434,6,9/3/1997,Lanus,Buenos Aires,8891-2706,4.6,5,verano,1997-03-03,"[1997-03-03, 1997-03-04, 1997-03-05, 1997-03-06, 1997-03-07, 1997-03-08, 1997-03-09]",true,66,-34.69095715,-58.38386285,4.6,"[0.5, 0, 0, 0, 0, 0.3, 0]",6.629526615142822E-5,293.9420083363851,Miscelaneas,-9.630527347326279E-4,0.1561915079752604,"{""type"":""Point"",""coordinates"":[-58.38386285000001,-34.69095715000001]}"
67,06343,6,20/6/1998,General Paz,Buenos Aires,3274-1695,33.67,18,otoño,1998-06-15,"[1998-06-15, 1998-06-16, 1998-06-17, 1998-06-18, 1998-06-19, 1998-06-20, 1998-06-21]",false,67,-35.45190573,-58.26954177,2.78,"[2.7, 0, 0, 0, 0, 0, 0]",5.9098005294799805E-5,285.80478795369464,Complejo indiferenci,-4.571862518787384E-4,0.46097373962402344,"{""type"":""Point"",""coordinates"":[-58.26954176999999,-35.45190573]}"
68,06357,6,28/1/1998,General Pueyrredon,Buenos Aires,3347-1742,17.47,21,verano,1998-01-26,"[1998-01-26, 1998-01-27, 1998-01-28, 1998-01-29, 1998-01-30, 1998-01-31, 1998-02-01]",false,68,-37.80766254,-57.62989086,5.55,"[0.1, 37.4, 0, 0, 0, 0.3, 0]",7.808208465576172E-6,295.400639851888,Molisoles,-0.0030084066092967987,0.32950083414713544,"{""type"":""Point"",""coordinates"":[-57.62989086,-37.80766254000001]}"
69,06630,6,27/11/2013,Pila,Buenos Aires,6766-2227,28.56,12,primavera,2013-11-25,"[2013-11-25, 2013-11-26, 2013-11-27, 2013-11-28, 2013-11-29, 2013-11-30, 2013-12-01]",false,69,-36.09760675,-58.09855871,3.6,"[32.7, 0.8, 14.4, 0, 0, 0.1, 0.3]",0.0020531564950942993,293.8244736989339,Molisoles,-0.0012847399339079857,0.3718878428141276,"{""type"":""Point"",""coordinates"":[-58.09855871,-36.09760674999999]}"
70,06812,6,18/12/2014,Tordillo,Buenos Aires,3309-1703,53.41,3,primavera,2014-12-15,"[2014-12-15, 2014-12-16, 2014-12-17, 2014-12-18, 2014-12-19, 2014-12-20, 2014-12-21]",false,70,-36.4708183,-57.1914178,0.93,"[0.6, 0, 2.7, 0, 0.2, 26.6, 0.6]",3.904104232788086E-6,291.8935324350993,Lagunas,-0.0034983959048986435,0.3056163787841797,"{""type"":""Point"",""coordinates"":[-57.1914178,-36.4708183]}"
71,06693,6,6/9/2004,Roque Perez,Buenos Aires,9022-2838,10.28,44,invierno,2004-09-06,"[2004-09-06, 2004-09-07, 2004-09-08, 2004-09-09, 2004-09-10, 2004-09-11, 2004-09-12]",true,71,-35.41999054,-59.66501618,4.4,"[0.3, 0.1, 0, 0, 0, 0, 0]",6.32554292678833E-5,287.86822001139325,Complejo indiferenci,-0.0017681606113910675,0.38751983642578125,"{""type"":""Point"",""coordinates"":[-59.665016179999995,-35.41999054]}"
72,06343,6,15/11/2009,General Paz,Buenos Aires,3274-1695,33.67,18,primavera,2009-11-09,"[2009-11-09, 2009-11-10, 2009-11-11, 2009-11-12, 2009-11-13, 2009-11-14, 2009-11-15]",false,72,-35.45190573,-58.26954177,2.78,"[0, 0, 0, 0, 12, 0, 0]",2.205371856689453E-6,290.7714900970459,Complejo indiferenci,-0.0040334854274988174,0.35913340250651044,"{""type"":""Point"",""coordinates"":[-58.26954176999999,-35.45190573]}"
73,06301,6,12/3/1996,General Belgrano,Buenos Aires,9552-2855,9.08,23,verano,1996-03-11,"[1996-03-11, 1996-03-12, 1996-03-13, 1996-03-14, 1996-03-15, 1996-03-16, 1996-03-17]",true,73,-35.83441,-58.47736003,1.47,"[2.7, 3.4, 0, 0.6, 0.9, 3.7, 0]",2.321600914001465E-5,297.35888862609863,Complejo indiferenci,-0.001194322481751442,0.2815430959065755,"{""type"":""Point"",""coordinates"":[-58.47736003000001,-35.83440999999999]}"
74,06658,6,10/9/1998,Quilmes,Buenos Aires,35407-6950,4.25,3,invierno,1998-09-07,"[1998-09-07, 1998-09-08, 1998-09-09, 1998-09-10, 1998-09-11, 1998-09-12, 1998-09-13]",true,74,-34.70037841,-58.27664278,2.17,"[0, 0, 0, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
75,06483,6,20/3/1990,Lobos,Buenos Aires,146-146,24.21,32,verano,1990-03-19,"[1990-03-19, 1990-03-20, 1990-03-21, 1990-03-22, 1990-03-23, 1990-03-24, 1990-03-25]",false,75,-35.2649767,-59.0698098,1.47,"[0, 0, 0, 0, 18.2, 0.5, 0.3]",2.9802322387695312E-6,291.2789707183838,Molisoles,-0.002675725147128105,0.39203453063964844,"{""type"":""Point"",""coordinates"":[-59.06980980000001,-35.264976700000005]}"
76,06574,6,4/8/1996,Navarro,Buenos Aires,150-150,22.27,43,invierno,1996-07-29,"[1996-07-29, 1996-07-30, 1996-07-31, 1996-08-01, 1996-08-02, 1996-08-03, 1996-08-04]",false,76,-35.0117915,-59.4247779,3.87,"[0, 0, 0, 0, 0, 14.9, 21.8]",4.231929779052734E-6,285.6633815765381,Molisoles,-0.001561574637889862,0.39987945556640625,"{""type"":""Point"",""coordinates"":[-59.42477790000001,-35.0117915]}"
77,06658,6,3/10/1998,Quilmes,Buenos Aires,35407-6950,4.25,3,primavera,1998-09-28,"[1998-09-28, 1998-09-29, 1998-09-30, 1998-10-01, 1998-10-02, 1998-10-03, 1998-10-04]",true,77,-34.70037841,-58.27664278,2.17,"[0, 0, 0, 0, 0, 0.3, 6.8]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
78,82014,82,20/2/2015,Caseros,Santa Fe,6726-2218,16.67,107,verano,2015-02-16,"[2015-02-16, 2015-02-17, 2015-02-18, 2015-02-19, 2015-02-20, 2015-02-21, 2015-02-22]",false,78,-33.2334798,-61.682947,0,"[0.2, 0.1, 12.5, 0, 0, 0.5, 0]",4.403293132781982E-6,297.162499109904,Alfisoles,-0.00395459309220314,0.36179860432942706,"{""type"":""Point"",""coordinates"":[-61.682947000000006,-33.23347979999999]}"
79,82014,82,22/2/2002,Caseros,Santa Fe,6726-2218,16.67,107,verano,2002-02-18,"[2002-02-18, 2002-02-19, 2002-02-20, 2002-02-21, 2002-02-22, 2002-02-23, 2002-02-24]",false,79,-33.2334798,-61.682947,0,"[0.3, 0.1, 2.3, 0.6, 0, 5.5, 0]",8.934736251831055E-5,294.0733165740967,Alfisoles,-0.001945515163242817,0.2743701934814453,"{""type"":""Point"",""coordinates"":[-61.682947000000006,-33.23347979999999]}"
80,82084,82,10/11/2014,Rosario,Santa Fe,118-118,22.58,64,primavera,2014-11-10,"[2014-11-10, 2014-11-11, 2014-11-12, 2014-11-13, 2014-11-14, 2014-11-15, 2014-11-16]",false,80,-33.07901008,-60.91379957,1.11,"[0.2, 7.9, 2.3, 0, 0, 0, 0]",5.125999450683594E-6,296.34141731262207,Alfisoles,-0.002907327376306057,0.37178293863932294,"{""type"":""Point"",""coordinates"":[-60.91379957,-33.07901008]}"
81,06539,6,7/2/2007,Merlo,Buenos Aires,33486-6512,18.44,32,verano,2007-02-05,"[2007-02-05, 2007-02-06, 2007-02-07, 2007-02-08, 2007-02-09, 2007-02-10, 2007-02-11]",false,81,-34.70854224,-58.67958673,3.7,"[4.4, 2.9, 0, 0, 0, 0.1, 0]",2.6553869247436523E-5,297.54403368632,Complejo indiferenci,-0.002376629039645195,0.3080329895019531,"{""type"":""Point"",""coordinates"":[-58.67958673,-34.70854223999999]}"
82,06427,6,15/3/2000,La Matanza,Buenos Aires,33486-6512,4.98,8,verano,2000-03-13,"[2000-03-13, 2000-03-14, 2000-03-15, 2000-03-16, 2000-03-17, 2000-03-18, 2000-03-19]",true,82,-34.71417289,-58.50890438,7.28,"[0, 0, 0, 1.1, 0, 0, 0]",9.642541408538818E-5,295.8390115102132,Molisoles,-7.23397359251976E-4,0.16417249043782553,"{""type"":""Point"",""coordinates"":[-58.50890437999999,-34.71417289000001]}"
83,06532,6,21/12/1992,Mercedes,Buenos Aires,7-7,20.35,37,verano,1992-12-21,"[1992-12-21, 1992-12-22, 1992-12-23, 1992-12-24, 1992-12-25, 1992-12-26, 1992-12-27]",false,83,-34.64501572,-59.35927582,3.5,"[0.3, 13.2, 23.2, 0, 0, 0, 0]",8.063018321990967E-5,295.967825571696,Molisoles,-0.004371139220893383,0.3004709879557292,"{""type"":""Point"",""coordinates"":[-59.35927582,-34.64501572]}"
84,06658,6,25/2/1995,Quilmes,Buenos Aires,35407-6950,4.25,3,verano,1995-02-20,"[1995-02-20, 1995-02-21, 1995-02-22, 1995-02-23, 1995-02-24, 1995-02-25, 1995-02-26]",true,84,-34.70037841,-58.27664278,2.17,"[0, 1.4, 11.1, 0.4, 5.4, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
85,06714,6,20/6/2015,Salto,Buenos Aires,31982-6397,17.53,69,otoño,2015-06-15,"[2015-06-15, 2015-06-16, 2015-06-17, 2015-06-18, 2015-06-19, 2015-06-20, 2015-06-21]",false,85,-34.1554316,-60.4724629,0,"[0, 0, 0, 0, 0, 0, 0]",9.34302806854248E-6,282.83738899230957,Molisoles,-0.001014750450849533,0.3469397226969401,"{""type"":""Point"",""coordinates"":[-60.472462900000004,-34.1554316]}"
86,06497,6,6/5/2001,Lujan,Buenos Aires,7-7,7.25,39,otoño,2001-04-30,"[2001-04-30, 2001-05-01, 2001-05-02, 2001-05-03, 2001-05-04, 2001-05-05, 2001-05-06]",true,86,-34.4619848,-59.1744878,0.93,"[7.9, 2.9, 0, 0, 0, 0, 0]",1.6641616821289062E-4,284.9551658630371,Complejo indiferenci,-9.048487991094589E-4,0.4146302541097005,"{""type"":""Point"",""coordinates"":[-59.1744878,-34.4619848]}"
87,06126,6,19/9/1997,Campana,Buenos Aires,26206-5876,0.02,4,invierno,1997-09-15,"[1997-09-15, 1997-09-16, 1997-09-17, 1997-09-18, 1997-09-19, 1997-09-20, 1997-09-21]",true,87,-34.059934,-58.836065,2.91,"[0, 0, 0, 0, 0.6, 2.5, 0]",0.0,285.4764124552409,Rio,-0.003107614815235138,0.48566563924153644,"{""type"":""Point"",""coordinates"":[-58.836065000000005,-34.059934]}"
88,06638,6,28/1/2003,Pilar,Buenos Aires,34357-5904,12.77,16,verano,2003-01-27,"[2003-01-27, 2003-01-28, 2003-01-29, 2003-01-30, 2003-01-31, 2003-02-01, 2003-02-02]",true,88,-34.42200558,-58.95283788,1.46,"[0, 0.1, 1.6, 0, 0.4, 18.4, 5.2]",2.5710463523864746E-4,298.9119052886963,Molisoles,-0.005194630473852158,0.3119589487711589,"{""type"":""Point"",""coordinates"":[-58.95283788,-34.42200558]}"
89,06490,6,10/2/2007,Lomas de Zamora,Buenos Aires,35405-6949,5.53,9,verano,2007-02-05,"[2007-02-05, 2007-02-06, 2007-02-07, 2007-02-08, 2007-02-09, 2007-02-10, 2007-02-11]",true,89,-34.73790272,-58.44067537,3,"[3.9, 3.4, 0, 0, 0, 0.1, 0.3]",6.788969039916992E-5,297.8195056915283,Miscelaneas,-0.0020685363560914993,0.1865990956624349,"{""type"":""Point"",""coordinates"":[-58.44067537000001,-34.73790272]}"
90,06658,6,14/2/2015,Quilmes,Buenos Aires,35407-6950,4.25,3,verano,2015-02-09,"[2015-02-09, 2015-02-10, 2015-02-11, 2015-02-12, 2015-02-13, 2015-02-14, 2015-02-15]",true,90,-34.70037841,-58.27664278,2.17,"[0.2, 3.2, 0, 1, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
91,06098,6,19/1/2015,Berisso,Buenos Aires,3314-1708,0.7,7,verano,2015-01-19,"[2015-01-19, 2015-01-20, 2015-01-21, 2015-01-22, 2015-01-23, 2015-01-24, 2015-01-25]",true,91,-34.84587606,-57.87973336,3.58,"[9.9, 0, 0, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-57.87973336,-34.84587606]}"
92,06497,6,5/2/2006,Lujan,Buenos Aires,7-7,7.25,39,verano,2006-01-30,"[2006-01-30, 2006-01-31, 2006-02-01, 2006-02-02, 2006-02-03, 2006-02-04, 2006-02-05]",true,92,-34.4619848,-59.1744878,0.93,"[0.7, 0, 16.4, 0.6, 0.7, 31.5, 0]",1.3500452041625977E-5,296.4108606974284,Complejo indiferenci,-0.004255082458257675,0.3181419372558594,"{""type"":""Point"",""coordinates"":[-59.1744878,-34.4619848]}"
93,06882,6,10/8/2008,Zarate,Buenos Aires,3320-1714,3.88,28,invierno,2008-08-04,"[2008-08-04, 2008-08-05, 2008-08-06, 2008-08-07, 2008-08-08, 2008-08-09, 2008-08-10]",true,93,-33.9804188,-59.2846864,2.42,"[0, 0, 0, 0, 0, 0, 0]",6.094574928283691E-6,282.8638623555501,Rio,-5.926154553890228E-4,0.4513556162516276,"{""type"":""Point"",""coordinates"":[-59.2846864,-33.9804188]}"
94,06735,6,15/1/2007,San Antonio de Areco,Buenos Aires,6906-2215,2.81,39,verano,2007-01-15,"[2007-01-15, 2007-01-16, 2007-01-17, 2007-01-18, 2007-01-19, 2007-01-20, 2007-01-21]",true,94,-34.2881384,-59.5070413,1.46,"[0, 0, 0, 0.4, 0, 0, 0]",1.7881393432617188E-6,294.13073984781903,Molisoles,-0.003536730073392391,0.30269432067871094,"{""type"":""Point"",""coordinates"":[-59.5070413,-34.2881384]}"
95,06638,6,11/1/2014,Pilar,Buenos Aires,34357-5904,12.77,16,verano,2014-01-06,"[2014-01-06, 2014-01-07, 2014-01-08, 2014-01-09, 2014-01-10, 2014-01-11, 2014-01-12]",true,95,-34.42200558,-58.95283788,1.46,"[0, 16.3, 0, 0, 7.6, 0, 0]",1.6763806343078613E-6,300.3570963541667,Molisoles,-0.005350727587938309,0.3249549865722656,"{""type"":""Point"",""coordinates"":[-58.95283788,-34.42200558]}"
96,06490,6,25/6/1992,Lomas de Zamora,Buenos Aires,35405-6949,5.53,9,invierno,1992-06-22,"[1992-06-22, 1992-06-23, 1992-06-24, 1992-06-25, 1992-06-26, 1992-06-27, 1992-06-28]",true,96,-34.73790272,-58.44067537,3,"[21.9, 0.1, 13.5, 13, 10.1, 0, 0.3]",0.0038091838359832764,284.6984411875407,Miscelaneas,-6.322991102933884E-4,0.4744427998860677,"{""type"":""Point"",""coordinates"":[-58.44067537000001,-34.73790272]}"
97,06245,6,16/10/1990,Ensenada,Buenos Aires,3314-1708,6.45,8,primavera,1990-10-15,"[1990-10-15, 1990-10-16, 1990-10-17, 1990-10-18, 1990-10-19, 1990-10-20, 1990-10-21]",true,97,-34.87584856,-57.9336299,5.71,"[0, 0, 0, 0, 0.9, 0.4, 0]",2.491474151611328E-5,287.87466367085773,Miscelaneas,-0.004493825137615204,0.40063730875651044,"{""type"":""Point"",""coordinates"":[-57.9336299,-34.875848559999994]}"
98,06749,6,8/11/2012,San Fernando,Buenos Aires,34847-6831,5.62,5,primavera,2012-11-05,"[2012-11-05, 2012-11-06, 2012-11-07, 2012-11-08, 2012-11-09, 2012-11-10, 2012-11-11]",true,98,-34.2256455,-58.5931568,3.84,"[0, 0, 0, 0, 20.9, 1.2, 3.5]",7.897615432739258E-7,296.6551907857259,Rio,-0.005731577053666115,0.4750836690266927,"{""type"":""Point"",""coordinates"":[-58.5931568,-34.2256455]}"
99,06749,6,8/2/1992,San Fernando,Buenos Aires,34847-6831,5.62,5,verano,1992-02-03,"[1992-02-03, 1992-02-04, 1992-02-05, 1992-02-06, 1992-02-07, 1992-02-08, 1992-02-09]",true,99,-34.2256455,-58.5931568,3.84,"[0, 0, 0, 0, 0, 0, 28.1]",2.130866050720215E-6,297.65142186482746,Rio,-0.004535624757409096,0.4470996856689453,"{""type"":""Point"",""coordinates"":[-58.5931568,-34.2256455]}"
100,06658,6,2/9/1998,Quilmes,Buenos Aires,35407-6950,4.25,3,invierno,1998-08-31,"[1998-08-31, 1998-09-01, 1998-09-02, 1998-09-03, 1998-09-04, 1998-09-05, 1998-09-06]",true,100,-34.70037841,-58.27664278,2.17,"[0, 1, 7.5, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
